Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ImageURL,OnView,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
Frightened Boy and His Dog,Leonard Baskin,369,"(American, 1922–2000)",(American),(1922),(2000),(male),1954,Woodcut,"composition: 11 15/16 x 13 5/16"" (30.4 x 33.8cm); sheet: 15 3/4 x 20 1/16"" (40 x 50.9cm)",Purchase,46.1955,Print,Drawings & Prints,1955-04-06,Y,60845,https://www.moma.org/collection/works/60845,https://www.moma.org/media/W1siZiIsIjIxNDIzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7b57a29b1cc531d6,,,,,30.4,,,33.8,,
"Resor House Project, Jackson Hole, Wyoming, Interior perspective",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),c. 1937-38,Gelatin silver print,"4 7/8 x 6 7/8"" (12.4 x 17.5 cm)","Mies van der Rohe Archive, gift of the architect
",MMA20.005,Mies van der Rohe Archive,Architecture & Design - Image Archive,,N,118861,,,,,,,12.382524765,,,17.5,,
Mother and Child,Antonio Frasconi,1975,"(American, born Uruguay. 1919–2013)",(American),(1919),(2013),(male),(1947),Woodcut,"Sheet 28 1/2 x 12 1/2"" (72.3 x 31.8 cm) Comp.  25 1/2 x 10"" (64.8 x 25.4 cm)",Inter-American Fund,79.1949,Print,Drawings & Prints,1949-03-24,Y,61487,https://www.moma.org/collection/works/61487,https://www.moma.org/media/W1siZiIsIjI2ODEwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4de5e4a1688ef2a1,,,,,64.8,,,25.4,,
"Plate 7 of 11, from the illustrated book, He Disappeared into Complete Silence, second edition",Louise Bourgeois,710,"(American, born France. 1911–2010)",(American),(1911),(2010),(female),1995-1999,Engraving and drypoint over photogravure,"plate: 7 1/2 × 5 11/16"" (19 × 14.5 cm); sheet: 9 15/16 × 6 15/16"" (25.3 × 17.6 cm)",Gift of the artist,1365.2012,Print,Drawings & Prints,2012-10-03,Y,150808,https://www.moma.org/collection/works/150808,https://www.moma.org/media/W1siZiIsIjI3NDMxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d62d12680bc07fe0,,,,,19.0,,,14.5,,
New York,Ernst Haas,2431,"(American, born Austria. 1921–1986)",(American),(1921),(1986),(male),1952,Dye transfer print,"13 1/2 × 9 3/16"" (34.3 × 23.3 cm)",Gift of Leo Pavelle,422.1959,Photograph,Photography,1959-04-22,Y,53165,https://www.moma.org/collection/works/53165,https://www.moma.org/media/W1siZiIsIjE5OTMxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=bbbbe10389b73659,,,,,34.3,,,23.3,,
"The Dwelling of Our Time, German Building Exhibition, Berlin, Germany, Interior-finishing-materials exhibits (Floorplan. First floor, Exhibition Hall II.)",Lilly Reich,8059,"(German, 1885–1947)",(German),(1885),(1947),(female),1931,Print,"21 1/2 x 41 1/4"" (54.6 x 104.8 cm)","Lilly Reich Collection, Mies van der Rohe Archive",R9.62,Mies van der Rohe Archive,Architecture & Design,,N,145306,,,,,,,54.6101092202,,,104.7752095504,,
Louis Bourgoignie d'écriture (Louis Bourgoignie on writing),Marcel Broodthaers,795,"(Belgian, 1924–1976)",(Belgian),(1924),(1976),(male),1954,"Poetry book. Pen, ten pages with plastic cover","page (each): 8 1/4 x 6 1/2"" (21 x 16.5 cm); overall (closed): 8 1/4 x 6 1/2 x 1/16"" (21 x 16.5 x 0.2 cm)","Partial gift of the Daled Collection and partial purchase through the generosity of Maja Oeri and Hans Bodenmann, Sue and Edgar Wachenheim III, Agnes Gund, Marlene Hess and James D. Zirin, Marie-Josée and Henry R. Kravis, and Jerry I. Speyer and Katherine G. Farley",646.2011,Illustrated Book,Drawings & Prints,2011-05-16,Y,146961,https://www.moma.org/collection/works/146961,https://www.moma.org/media/W1siZiIsIjMyMjk5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1edea50c55d75ef8,,,,,21.0,,,16.5,,
To Remain from Fourteen Poems,David Hockney,2678,"(British, born 1937)",(British),(1937),(0),(male),"1966, published 1967",Etching and aquatint from an illustrated book with 12 etchings (eight with aquatint),"plate: 13 13/16 × 8 7/8"" (35.1 × 22.6 cm); page: 22 3/8 × 15 1/2"" (56.9 × 39.4 cm)",Celeste and Armand Bartos Foundation,45.1967.4,Illustrated Book,Drawings & Prints,1967-02-09,Y,10699,https://www.moma.org/collection/works/10699,https://www.moma.org/media/W1siZiIsIjU3NTI0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f89bbfaaca144728,,,,,35.1,,,22.6,,
"You Give Me Your Money..., plate XII (folio 769) from Crimes et Châtiments",Félix Vallotton,6064,"(French, 1865–1925)",(French),(1865),(1925),(male),"1901, published 1902",,"irreg. composition  10 13/16 x 7 15/16"" (27.5 x 20.3 cm)",Gift of Peter H. Deitsch,831.1956.12,Illustrated Book,Drawings & Prints,1956-12-19,N,26001,,,,,,,27.5,,,20.3,,
Untitled,Sigmar Polke,4671,"(German, 1941–2010)",(German),(1941),(2010),(male),c. 1975,Gelatin silver print,"9 7/16 × 11"" (24 × 28 cm)",Acquired through the generosity of Edgar Wachenheim III and Ronald S. Lauder,909.2011,Photograph,Photography,2011-10-03,Y,149095,https://www.moma.org/collection/works/149095,https://www.moma.org/media/W1siZiIsIjI2NDMwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=20ae64f020ca4e89,,,,,24.0,,,28.0,,
Untitled from Cuban Sketch Book,Jules Pascin,4514,"(American, born Bulgaria. 1885–1930)",(American),(1885),(1930),(male),(c. 1914-20),"Conté crayon, watercolor, and pencil on paper","6 1/2 x 8 1/4"" (16.5 x 21 cm)",Gift of Abby Aldrich Rockefeller,125.1935.53,Drawing,Drawings & Prints,1935-02-27,Y,34365,https://www.moma.org/collection/works/34365,,,,,,16.5,,,21.0,,
"DEATH AMONG THE THISTLES, plate 168 (folio 65) from THE WOOD ENGRAVINGS OF LEONARD BASKIN 1948-1959",Leonard Baskin,369,"(American, 1922–2000)",(American),(1922),(2000),(male),(Print executed 1959),"Wood engraving, printed in black","irreg. composition  5 7/8 x 7 15/16"" (15 x 20.3 cm)",John B. Turner Fund,574.1966.59,Illustrated Book,Drawings & Prints,1966-11-03,N,18695,,,,,,,15.0,,,20.3,,
"Ron Bacardi y Compania, S.A., Administration Building, Santiago, Cuba (Stack at floor. Section. Sketch.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1957—1960,"Pencil, colored pencil on paper",(15.2 x 21 cm.),"Mies van der Rohe Archive, gift of the architect",MR5701.33,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,467073,,,,,,,,,,,,
Untitled from untitled,"Gert Tobias, Uwe Tobias","30473, 30474","(German, born Romania 1973) (German, born Romania 1973)",(German) (German),(1973) (1973),(0) (0),(male) (male),2008,One from a series of eighteen etchings with hand additions,"sheet (each): 14 1/2 x 11"" (36.8 x 27.9 cm)",Harvey S. Shipley Miller Fund,603.2008.7,Print,Drawings & Prints,2008-06-18,Y,126839,https://www.moma.org/collection/works/126839,https://www.moma.org/media/W1siZiIsIjE5MzgwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7c58e9c7308774d5,,,,,36.8300736601,,,27.9400558801,,
In-text plate (page 61) from Daphnis et Chloé,Pierre Bonnard,665,"(French, 1867–1947)",(French),(1867),(1947),(male),1902,One from an illustrated book with 156 lithographs (including wrapper front),"composition (irreg.): 6 × 5 9/16"" (15.2 × 14.1 cm); page (each): 11 7/16 × 9 3/8"" (29 × 23.8 cm)",The Louis E. Stern Collection,685.1964.35,Illustrated Book,Drawings & Prints,1964-10-06,Y,21477,https://www.moma.org/collection/works/21477,https://www.moma.org/media/W1siZiIsIjIyNDI0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=55a017e391444f0f,,,,,15.2,,,14.1,,
Malevolent Night from Portfolio No. 1,Boris Margo,3762,"(American, born Ukraine. 1902–1995)",(American),(1902),(1995),(male),"1934, published 1946",Cellocut,"composition: 8 11/16 x 9 13/16"" (22 x 25 cm); sheet: 11 5/8 x 12"" (29.6 x 30.5 cm)",Purchase,336.1947.2,Print,Drawings & Prints,1947-12-19,N,91929,,,,,,,22.0,,,25.0,,
"Chetvertaia kniga stikhov'. ""Oi Konin dan okein!"" (The Fourth Book of Verse: I Love your Eyes!)",Maria Siniakova,12074,"(Russian, 1898–1989)",(Russian),(1898),(1989),(female),1916,Book with collaged cover,"page (each): 7 7/8 x 6 1/8"" (20 x 15.5 cm)",Gift of The Judith Rothschild Foundation,1120.2001,Illustrated Book,Drawings & Prints,2001-01-24,Y,32046,https://www.moma.org/collection/works/32046,https://www.moma.org/media/W1siZiIsIjIzMDAxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4c24760633b62cdd,,,,,20.0,,,15.5,,
Portrait,Kurt W. Baasch,264,"(American, born Venezuela. 1891–1964)",(American),(1891),(1964),(male),1941,"Gelatin silver print, printed 1941","6 3/8 × 4 1/2"" (16.2 × 11.4 cm)",Gift of the artist,605.1941,Photograph,Photography,1941-12-10,Y,55540,https://www.moma.org/collection/works/55540,https://www.moma.org/media/W1siZiIsIjI0MDE5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f9f24e62c3516a0d,,,,,16.2,,,11.4,,
Plate (page 43) from Ukrainishe folkmaises (Ukranian Folk Tales),El Lissitzky,3569,"(Russian, 1890–1941)",(Russian),(1890),(1941),(male),1922,Letterpress from an illustrated book with ten letterpress illustrations and photogravure covers,"composition (irreg.): 6 1/16 × 3 15/16"" (15.4 × 10 cm); page (each): 8 3/8 × 5 7/8"" (21.3 × 14.9 cm)","Gift of The Judith Rothschild Foundation (Donation, in part, of Elaine Lustig Cohen in memory of Arthur A. Cohen)",162.2001.6,Illustrated Book,Drawings & Prints,2001-01-24,Y,417115,https://www.moma.org/collection/works/417115,,,,,,15.4,,,10.0,,
"Sketchbook: El Golea, II",Jean Dubuffet,1633,"(French, 1901–1985)",(French),(1901),(1985),(male),1948,Pencil on lined paper,"2 5/8 x 3"" (6.7 x 7.6 cm)",Gift of the artist,1333.1968.102,Drawing,Drawings & Prints,1968-10-10,Y,85188,https://www.moma.org/collection/works/85188,https://www.moma.org/media/W1siZiIsIjI5MjM2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=14e51cb95157dc8d,,,,,6.6675,,,7.62,,
"Science Center, Duquesne University, Pittsburgh, PA (Plot plan and site details. Sections.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1962—1965,Pencil on acetate,(71.1 x 121.9 cm.),"Mies van der Rohe Archive, gift of the architect",MR6202.10,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,469524,,,,,,,,,,,,
Mustache and Beard of L.H.O.O.Q. from Marcel Duchamp,Marcel Duchamp,1634,"(American, born France. 1887–1968)",(American),(1887),(1968),(male),1941,Illustrated book with one pochoir,"composition (irreg.): 9/16 × 9/16"" (1.5 × 1.4 cm); page: 3 9/16 × 5 11/16"" (9 × 14.5 cm)",Mary Ellen Meehan Fund and Purchase,349.1987,Illustrated Book,Drawings & Prints,1987-10-20,Y,16158,https://www.moma.org/collection/works/16158,https://www.moma.org/media/W1siZiIsIjQ2ODM2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fe559c19947b569e,,,,,1.5,,,1.4,,
"The Golden Gate, San Francisco",Ansel Adams,60,"(American, 1902–1984)",(American),(1902),(1984),(male),1932,Gelatin silver print,"6 5/8 × 8 3/4"" (16.8 × 22.2 cm)",Gift of Albert M. Bender,20.1939,Photograph,Photography,1939-01-06,Y,44052,https://www.moma.org/collection/works/44052,https://www.moma.org/media/W1siZiIsIjE5NTc3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=83e1bbff7403bc9d,,,,,16.8,,,22.2,,
Angel Baby,Edward Wallowitch,6230,"(American, 1932–1981)",(American),(1932),(1981),(male),c. 1950,Gelatin silver print,"sight 3 7/8 × 6 1/4"" (9.8 × 15.8 cm)",Gift of the artist,382.1959,Photograph,Photography,1959-04-22,N,52208,,,,,,,9.8,,,15.8,,
Glassware designs for Leerdam Glasfabriek (Elevation and plan of a champagne glass),Frank Lloyd Wright,6459,"(American, 1867–1959)",(American),(1867),(1959),(male),1929,Pencil on tracing paper,"11 1/2 × 8 7/8"" (29.2 × 22.5 cm)","The Frank Lloyd Wright Foundation Archives (The Museum of Modern Art | Avery Architectural & Fine Arts Library, Columbia University, New York)",FLW.DR.3003.003,Frank Lloyd Wright Archive,Architecture & Design,,N,201047,,,,,0.0,,29.2100584201,,,22.5425450851,,
Kentucky,Lewis Wickes Hine,2657,"(American, 1874–1940)",(American),(1874),(1940),(male),August 1916,Gelatin silver print,"4 5/8 × 6 9/16"" (11.7 × 16.6 cm)",Gift of Herbert Weller,506.2013,Photograph,Photography,2013-05-09,Y,168550,https://www.moma.org/collection/works/168550,https://www.moma.org/media/W1siZiIsIjI3MjI0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4aa023b12818132d,,,,,11.7,,,16.6,,
In-text plate (folio 18) from À toute épreuve (Proof Against All),Joan Miró,4016,"(Spanish, 1893–1983)",(Spanish),(1893),(1983),(male),"1947–58, published 1958","Woodcut and collagraph from an illustrated book with seventy-five woodcuts and collagraphs (including wrapper front) and five woodcuts (eleven with collage)  


","composition (irreg.): 11 3/4 × 8 7/8"" (29.8 × 22.5 cm); page: 12 5/8 × 9 3/4"" (32 × 24.8 cm)",The Louis E. Stern Collection,941.1964.28,Illustrated Book,Drawings & Prints,1964-10-06,Y,29021,https://www.moma.org/collection/works/29021,https://www.moma.org/media/W1siZiIsIjQ0NDI0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8e639dc0c76bd1b1,,,,,29.8,,,22.5,,
Poster of the French National Railroad,Album-miscellaneous,101,(Various),(),(0),(0),(),1900-1943,,,Gift of the French National Railroads,65.1943.99,Design,Architecture & Design,1943-02-18,N,162920,,,,,,,,,,,,
"Page from Sketchbook #10, Paris",Ellsworth Kelly,3048,"(American, 1923–2015)",(American),(1923),(2015),(male),1949-50,Page from a spiral-bound sketchbook with pencil on paper,"13 3/8 × 10 7/8"" (34 × 27.6 cm)",Gift of Jack Shear,339.2020.10,Notebook,Drawings & Prints,2020-12-09,N,439867,,,,,0.0,,34.0,,,27.6,,
Plate (page 13) from BUCOLIQUES,André Beaudin,420,"(French, 1895–1975)",(French),(1895),(1975),(male),1936,"Etching, printed in black","plate  5 5/16 x 6 7/8"" (13.5 x 17.4 cm)",Gift of Monroe Wheeler,565.1949.8,Illustrated Book,Drawings & Prints,1949-09-29,N,18506,,,,,,,13.5,,,17.4,,
Plate (page 13) from MACUNAÍMA,Carybé (Hector Bernabó),1003,"(Brazilian, 1911–1997)",(Brazilian),(1911),(1997),(male),1957,,"irreg. composition  11 3/16 x 8 1/4"" (28.4 x 21 cm)",Inter-American Fund,488.1969.3,Illustrated Book,Drawings & Prints,1969-05-22,N,17962,,,,,,,28.4,,,21.0,,
Announcement for John Grover at Newman,"William Leavitt, Bas Jan Ader","28690, 32766","(American, born 1941) (Dutch, 1942–1975)",(American) (Dutch),(1941) (1942),(0) (1975),(male) (male),1969,Mimeographed sheet in envelope,"sheet (.a): 11 × 8 9/16"" (28 × 21.7 cm); overall (.b): 6 × 9"" (15.2 × 22.8 cm)","Transferred from The Museum of Modern Art Library, New York",632.2017.6.a-b,Print,Drawings & Prints,2017-10-18,Y,127090,https://www.moma.org/collection/works/127090,https://www.moma.org/media/W1siZiIsIjQyMDE3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5f4071e18ca602c7,,,,,28.0,,,21.7,,
Raoul Rigaut; Rossel; Millière; Ferré. verso: [article on Assi],"Unidentified photographer, Various Unidentified Artists","8595, 24184",,() (),(0) (0),(0) (0),() (),1870-71,Albumen silver prints and newspaper clipping,"(a): 2 11/16 × 2 1/16"" (6.9 × 5.2 cm)
(b-d each approx.): 3 3/8 × 2 3/16"" (8.6 × 5.6 cm)
(e, clipping): 1 11/16 × 4 5/16"" (4.3 × 10.9 cm)","Gift of Harry H. Lunn, Jr.",602.1987.37.a-e,Photograph,Photography,1987-12-10,N,92039,,,,,,,6.9,,,5.2,,
L'Avenir de la Propriété,Pierre Alechinsky,107,"(Belgian, born 1927)",(Belgian),(1927),(0),(male),1972,"Illustrated book with 37 photolithographic reproductions after drawings (including covers); and supplementary suite of 9 lift ground aquatint, lithograph, and photolithographs","ea. sheet  22 1/16 x 17 1/2"" (56 x 44.5 cm)
page  12 5/16 x 8 1/4"" (31 x 21 cm)
Prints:  various dimensions.",Gift of the artist,656.1978.A-B,Illustrated Book,Drawings & Prints,1978-10-17,Y,19942,https://www.moma.org/collection/works/19942,,,,,,56.0,,,44.5,,
Untitled,Luke Swank,5749,"(American, 1890–1944)",(American),(1890),(1944),(male),1930-41,Gelatin silver print,"7 13/16 × 5 15/16"" (19.9 × 15.1 cm)",Gift of the artist,247.1941,Photograph,Photography,1941-01-16,Y,83097,https://www.moma.org/collection/works/83097,https://www.moma.org/media/W1siZiIsIjI1MjI3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=973238dbc5117468,,,,,19.9,,,15.1,,
HÔTEL DE BARBANÇOIS HABITÉ PAR DE SÈZE DÉFENSEUR DE LOUIS XVI. RUE DES QUATRE FILS 20,Eugène Atget,229,"(French, 1857–1927)",(French),(1857),(1927),(male),1901,Albumen silver print,,"Abbott-Levy Collection. Acquired through the generosity of Shirley C. Burden, and Family of Man Fund",1.1969.3700,Photograph,Photography,1968-03-06,N,42097,,,,,,,,,,,,
Towards Infinite White (Vers le blanc infini),Jean (Hans) Arp,11,"(French, born Germany (Alsace). 1886–1966)",(French),(1886),(1966),(male),1960,Illustrated book with eight etchings,"various plate dimensions; page (each): 14 9/16 × 11 1/16"" (37 × 28.1 cm)",Given anonymously,280.1963.1-8,Illustrated Book,Drawings & Prints,1963-05-07,Y,14475,https://www.moma.org/collection/works/14475,https://www.moma.org/media/W1siZiIsIjU1NjUzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=899d8bc0192c3c78,,,,,37.0,,,28.1,,
"Urban Proposal with Multi Thin-Shell Capsules, project (Exterior perspective)",Daniel Grataloup,42362,"(Swiss, born 1937)",(Swiss),(1937),(0),(male),1970-1996,"Watercolor, colored pencil and felt-tipped marker","11 7/8 x 16 5/8"" (30.2 x 42.2 cm)",Gift of the architect,1810.2012.12,Architecture,Architecture & Design,2012-10-15,Y,168802,https://www.moma.org/collection/works/168802,https://www.moma.org/media/W1siZiIsIjI2NjIzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=90c8ef56f1449352,,,,,30.1625603251,,,42.2275844552,,
L.A. Grisaille,Hugo Weber,6274,"(American, 1918–1971)",(American),(1918),(1971),(male),1964,Lithograph,"composition and sheet: 14 15/16 × 18 9/16"" (37.9 × 47.1 cm)","Gift of Kleiner, Bell & Co.",1382.1967,Print,Drawings & Prints,1969-12-04,Y,76623,https://www.moma.org/collection/works/76623,https://www.moma.org/media/W1siZiIsIjU0OTg4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4407b7419a74f401,,,,,37.9,,,47.1,,
Lee Nevin,Frederick Sommer,5520,"(American, born Italy. 1905–1999)",(American),(1905),(1999),(male),1963,Gelatin silver print,"13 5/16 × 8 7/8"" (33.8 × 22.6 cm)",Purchase,360.1964,Photograph,Photography,1964-04-14,Y,51728,https://www.moma.org/collection/works/51728,https://www.moma.org/media/W1siZiIsIjE5MDE1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c248acf58182a17c,,,,,33.8,,,22.6,,
Passers-by (Passants),Jean Dubuffet,1633,"(French, 1901–1985)",(French),(1901),(1985),(male),1983,Lithograph,"composition (irreg.): 26 3/8 x 39 3/8"" (67 x 100cm); sheet: 31 1/2 x 45 5/8"" (80 x 115.9cm)","Gift of Klaus G. Perls, in memory of Frank Perls, Art Dealer (by exchange)",218.1983,Print,Drawings & Prints,1983-01-18,Y,64610,https://www.moma.org/collection/works/64610,,,,,,67.0,,,100.0,,
Smoking (Fluxfilm no. 18),Joe Jones,2934,"(American, 1934–1993)",(American),(1934),(1993),(male),1966,"16mm film (black and white, silent)",10:13 min.,The Gilbert and Lila Silverman Fluxus Collection Gift,2452.2008.5,Film,Drawings & Prints,2008-10-08,Y,150222,https://www.moma.org/collection/works/150222,https://www.moma.org/media/W1siZiIsIjI1NTAxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a7dd39611054c90f,,,,,,,,,,613.0
Untitled,Lotte Beese,24396,"(German, born Silesia, Germany (now Poland).1903–1988)",(German),(1903),(1988),(female),1926–28,Gelatin silver print,"4 7/16 × 3 5/16"" (11.3 × 8.4 cm)","Thomas Walther Collection. Abbott-Levy Collection funds, by exchange",1614.2001,Photograph,Photography,2001-12-13,Y,83704,https://www.moma.org/collection/works/83704,https://www.moma.org/media/W1siZiIsIjIwMDY2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1bb9c85aed09cbe2,,,,,11.3,,,8.4,,
That Which Will Be,Joan Josep Tharrats,5844,"(Spanish, 1918–2001)",(Spanish),(1918),(2001),(male),1961,Mixed media on canvas,"51 1/4 x 38 1/8"" (130 x 96.8 cm)",Gift of Mr. and Mrs. Gustav P. Heller,100.1961,Painting,Painting & Sculpture,1961-03-07,N,78774,,,,,,,130.0,,,96.8,,
Revoliutsiia i front,Iurii Annenkov,12172,"(Russian, 1889–1974)",(Russian),(1889),(1974),(male),1921,,"Page (irreg.): 9 1/4 x 6 1/8"" (23.5 x 15.5 cm)",Gift of The Judith Rothschild Foundation,548.2001,Illustrated Book,Drawings & Prints,2001-01-24,N,18352,,,,,,,23.5,,,15.5,,
Shadblow,Edward Steichen,5623,"(American, born Luxembourg. 1879–1973)",(American),(1879),(1973),(male),1955-61,Chromogenic print,,Gift of the artist,265.1961.11-19,Photograph,Photography,1961-05-16,N,393083,,,,,,,0.0,,,0.0,,
"Tugendhat House, Brno, Czech Republic (Kitchen and dining-area floor plan.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1928—1930,Pencil on tracing paper,(29 x 50.3 cm.),"Mies van der Rohe Archive, gift of the architect",MR2.357,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,473515,,,,,,,,,,,,
"Page from Sketchbook #63, Spencertown",Ellsworth Kelly,3048,"(American, 1923–2015)",(American),(1923),(2015),(male),1970,"Page from a spiral-bound sketchbook with ink, pencil, and gouache on paper","14 × 11 1/2"" (35.6 × 29.2 cm)",Gift of Jack Shear,356.2020.23,Notebook,Drawings & Prints,2020-12-09,N,441477,,,,,0.0,,35.6,,,29.2,,
Vo-pervykh i vo-vtorykh,Vladimir Tatlin,5811,"(Russian, 1885–1953)",(Russian),(1885),(1953),(male),1929,,"Page: 10 7/16 x 7 13/16"" (26.5 x 19.9 cm)",Gift of The Judith Rothschild Foundation,421.2001.1-9,Illustrated Book,Drawings & Prints,2001-01-24,N,16961,,,,,,,26.5,,,19.9,,
Reconstructions 1952-76,Sanja Iveković,30946,"(Croatian, born 1949)",(Croatian),(1949),(0),(female),1976,"Video (black and white, sound)",8:34 min.,"Gift of Jerry I. Speyer and Katherine G. Farley, Anna Marie and Robert F. Shapiro, Marie-Josée and Henry R. Kravis, and Committee on Media and Performance Art Funds",122.2011,Video,Media and Performance,2011-03-08,Y,146179,https://www.moma.org/collection/works/146179,https://www.moma.org/media/W1siZiIsIjI1MDIxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f9816550db8b8a32,,,,,,,,,,514.0
